260,32,365,38,363,75,259,70
165,37,246,37,246,72,165,72
370,35,509,35,509,79,370,79
559,37,612,37,612,72,559,72
621,37,806,37,806,72,621,72
816,36,960,41,958,77,814,72
515,41,551,41,551,72,515,72
328,116,412,116,412,147,328,147
897,116,989,116,989,147,897,147
149,119,240,119,240,149,149,149
417,117,498,123,496,152,415,147
498,119,571,119,571,147,498,147
575,119,652,119,652,154,575,154
690,119,802,119,802,147,690,147
842,119,892,119,892,147,842,147
654,121,685,121,685,147,654,147
806,121,837,121,837,147,806,147
94,119,156,119,156,187,94,187
249,120,323,126,321,151,247,145
154,154,191,154,191,185,154,185
205,154,257,154,257,185,205,185
736,154,795,154,795,185,736,185
934,154,987,154,987,185,934,185
269,155,340,158,339,185,268,182
357,156,438,156,438,185,357,185
451,156,551,156,551,185,451,185
566,160,615,160,615,182,566,182
811,156,920,162,919,188,810,182
632,165,645,165,645,182,632,182
663,163,723,163,723,187,663,187
266,191,315,191,315,220,266,220
324,190,418,198,415,231,321,223
533,190,640,199,638,228,531,219
653,189,736,198,733,228,649,219
742,191,802,191,802,222,742,222
917,191,990,194,989,226,916,223
90,197,195,190,197,222,93,229
425,194,480,194,480,224,425,224
489,194,518,194,518,218,489,218
813,194,908,194,908,229,813,229
207,198,255,198,255,220,207,220
122,231,235,227,236,257,123,261
245,226,319,232,316,263,242,257
319,229,374,229,374,257,319,257
524,228,617,231,617,258,524,255
622,231,674,228,675,255,624,258
684,225,750,234,746,266,680,257
749,229,806,229,806,260,749,260
378,236,517,229,518,258,379,264
811,231,862,231,862,260,811,260
932,231,992,231,992,262,932,262
90,238,121,238,121,264,90,264
866,238,925,238,925,264,866,264
309,263,385,269,383,301,306,294
389,270,515,263,517,295,390,301
154,269,207,265,209,297,156,300
216,266,295,266,295,297,216,297
564,265,622,269,621,298,562,295
757,270,849,261,852,297,761,305
522,268,553,268,553,293,522,293
629,265,753,272,751,302,627,294
857,268,895,268,895,304,857,304
901,268,992,268,992,297,901,297
88,271,147,271,147,302,88,302
282,302,407,302,407,335,282,335
412,304,467,304,467,335,412,335
471,304,634,304,634,335,471,335
639,304,751,304,751,335,639,335
143,304,206,308,204,340,141,337
86,311,136,307,138,336,88,340
211,310,275,310,275,332,211,332
282,341,354,341,354,372,282,372
412,338,537,343,535,377,411,372
548,341,661,341,661,374,548,374
138,343,222,343,222,374,138,374
233,343,271,343,271,372,233,372
368,343,399,343,399,372,368,372
674,343,793,343,793,374,674,374
870,346,923,346,923,377,870,377
932,346,994,346,994,377,932,377
804,352,857,352,857,374,804,374
187,380,273,386,270,417,185,411
335,381,462,381,462,412,335,412
480,380,585,385,584,414,479,409
82,389,173,380,176,415,86,424
286,383,319,383,319,412,286,412
604,381,742,390,740,418,602,410
848,385,945,385,945,421,848,421
961,388,992,388,992,414,961,414
760,390,831,390,831,412,760,412
82,425,193,417,196,454,84,462
242,418,297,418,297,449,242,449
383,418,432,418,432,451,383,451
306,419,373,424,371,452,304,447
503,419,577,426,574,458,500,451
586,421,668,421,668,454,586,454
798,423,959,423,959,456,798,456
202,425,231,425,231,449,202,449
965,425,998,425,998,456,965,456
440,427,491,427,491,449,440,449
681,424,786,430,784,457,680,451
149,458,244,458,244,496,149,496
251,458,326,458,326,491,251,491
374,460,500,460,500,491,374,491
509,457,588,463,585,499,506,492
593,460,670,460,670,493,593,493
720,460,811,460,811,493,720,493
335,462,368,462,368,491,335,491
820,460,893,466,890,499,817,493
900,461,1001,472,997,504,896,493
679,465,712,465,712,493,679,493
81,469,141,469,141,498,81,498
138,498,185,498,185,529,138,529
81,500,130,500,130,531,81,531
253,500,324,500,324,531,253,531
331,507,442,499,444,536,334,544
645,500,703,500,703,533,645,533
560,499,639,505,636,539,557,532
765,502,837,502,837,531,765,531
851,502,906,502,906,533,851,533
191,504,242,504,242,526,191,526
451,507,482,507,482,531,451,531
493,507,546,507,546,531,493,531
714,509,751,509,751,531,714,531
917,508,997,511,996,538,916,535
273,537,330,537,330,571,273,571
344,537,465,540,465,574,343,570
478,540,590,540,590,573,478,573
601,542,745,542,745,573,601,573
767,542,806,542,806,573,767,573
820,542,879,542,879,573,820,573
158,544,260,544,260,566,158,566
79,546,145,546,145,571,79,571
890,544,969,548,967,576,889,572
981,553,998,553,998,573,981,573
77,577,191,577,191,610,77,610
194,577,275,577,275,610,194,610
279,577,317,577,317,610,279,610
319,579,427,579,427,617,319,617
432,579,476,579,476,610,432,610
481,578,633,585,632,620,479,612
634,582,787,582,787,619,634,619
826,582,873,582,873,615,826,615
876,578,1002,587,1000,623,873,614
789,590,822,590,822,612,789,612
74,617,103,617,103,648,74,648
101,617,238,617,238,652,101,652
302,619,407,619,407,656,302,656
415,615,482,625,477,659,410,649
482,619,540,619,540,652,482,652
636,625,733,616,736,654,640,663
738,621,813,621,813,659,738,659
820,623,923,623,923,654,820,654
930,623,1003,623,1003,656,930,656
244,626,295,626,295,648,244,648
546,630,562,630,562,650,546,650
569,627,637,630,636,660,567,657
182,656,233,656,233,687,182,687
74,659,141,659,141,687,74,687
240,659,324,659,324,690,240,690
145,663,176,663,176,685,145,685
123,696,235,696,235,734,123,734
279,698,385,698,385,731,279,731
244,701,268,701,268,727,244,727
396,703,458,703,458,731,396,731
467,703,586,703,586,731,467,731
597,703,652,703,652,734,597,734
663,703,734,703,734,736,663,736
895,705,1003,705,1003,738,895,738
857,709,886,709,886,738,857,738
745,712,848,712,848,742,745,742
72,737,126,741,125,767,71,764
128,741,250,736,251,769,130,774
255,738,291,738,291,769,255,769
297,738,346,738,346,771,297,771
352,740,511,740,511,773,352,773
639,742,692,742,692,776,639,776
696,742,813,742,813,778,696,778
518,742,634,751,632,782,516,773
820,747,853,747,853,778,820,778
857,747,908,747,908,780,857,780
912,754,1002,745,1005,779,915,788
72,776,121,776,121,809,72,809
160,778,227,778,227,809,160,809
231,778,297,778,297,811,231,811
304,780,354,780,354,813,304,813
125,782,154,782,154,806,125,806
433,785,530,781,532,816,434,820
537,782,601,782,601,815,537,815
608,782,656,782,656,815,608,815
723,787,798,787,798,820,723,820
