260,35,313,35,313,70,260,70
163,35,200,35,200,70,163,70
372,37,401,37,401,72,372,72
434,37,469,37,469,74,434,74
485,37,509,37,509,72,485,72
573,37,595,37,595,70,573,70
619,35,656,35,656,72,619,72
769,37,806,37,806,72,769,72
815,37,851,37,851,72,815,72
396,39,421,39,421,74,396,74
652,39,692,39,692,72,652,72
196,41,218,41,218,70,196,70
213,41,246,41,246,70,213,70
308,41,352,41,352,72,308,72
416,41,438,41,438,77,416,77
465,41,487,41,487,70,465,70
515,41,551,41,551,72,515,72
562,44,577,44,577,70,562,70
590,41,610,41,610,70,590,70
703,41,776,41,776,72,703,72
846,41,890,41,890,72,846,72
888,44,903,44,903,70,888,70
348,46,361,46,361,70,348,70
685,44,705,44,705,70,685,70
899,44,941,44,941,72,899,72
934,46,956,46,956,74,934,74
350,116,372,116,372,145,350,145
897,116,917,116,917,145,897,145
912,116,934,116,934,145,912,145
930,116,950,116,950,145,930,145
945,116,967,116,967,145,945,145
160,119,198,119,198,149,160,149
328,119,357,119,357,147,328,147
416,119,458,119,458,147,416,147
498,119,546,119,546,145,498,145
590,119,637,119,637,147,590,147
690,119,714,119,714,145,690,145
745,119,767,119,767,145,745,145
842,119,877,119,877,147,842,147
152,123,165,123,165,145,152,145
207,121,227,121,227,145,207,145
224,123,238,123,238,145,224,145
453,119,496,124,493,150,450,146
654,121,683,121,683,145,654,145
727,121,747,121,747,145,727,145
762,121,782,121,782,145,762,145
809,123,822,123,822,145,809,145
94,119,156,119,156,187,94,187
191,123,209,123,209,147,191,147
249,123,277,123,277,145,249,145
273,123,291,123,291,145,273,145
368,123,388,123,388,145,368,145
383,123,410,123,410,145,383,145
542,123,571,123,571,147,542,147
575,123,595,123,595,152,575,152
632,123,650,123,650,145,632,145
709,123,729,123,729,145,709,145
780,123,800,123,800,145,780,145
817,123,835,123,835,145,817,145
873,123,890,123,890,145,873,145
965,125,981,125,981,145,965,145
286,125,321,125,321,149,286,149
154,154,178,154,178,182,154,182
213,154,233,154,233,182,213,182
773,154,793,154,793,182,773,182
965,154,985,154,985,182,965,182
233,158,244,158,244,182,233,182
279,156,317,156,317,182,279,182
357,156,388,156,388,185,357,185
451,156,476,156,476,182,451,182
485,158,496,158,496,182,485,182
518,158,533,158,533,182,518,182
758,156,778,156,778,182,758,182
176,160,189,160,189,182,176,182
207,160,218,160,218,182,207,182
242,160,255,160,255,182,242,182
271,160,284,160,284,182,271,182
381,158,425,158,425,182,381,182
474,160,487,160,487,182,474,182
491,158,520,158,520,182,491,182
529,158,548,158,548,182,529,182
736,158,762,158,762,182,736,182
315,160,339,160,339,185,315,185
423,163,436,163,436,182,423,182
601,163,615,163,615,182,601,182
859,160,881,160,881,182,859,182
877,160,919,160,919,187,877,187
950,160,970,160,970,182,950,182
566,163,588,163,588,182,566,182
584,163,604,163,604,182,584,182
632,165,645,165,645,182,632,182
663,163,683,163,683,182,663,182
679,163,723,163,723,187,679,187
811,163,828,163,828,182,811,182
824,163,864,163,864,182,824,182
934,163,952,163,952,182,934,182
266,191,313,191,313,218,266,218
326,194,339,194,339,218,326,218
533,191,555,191,555,218,533,218
652,191,687,191,687,220,652,220
778,191,800,191,800,220,778,220
917,191,945,191,945,222,917,222
141,194,163,194,163,222,141,222
440,196,454,196,454,220,440,220
