509,412,544,412,544,447,509,447
555,414,619,414,619,451,555,451
476,416,511,416,511,447,476,447
438,425,474,425,474,458,438,458
615,425,648,425,648,460,615,460
410,436,445,436,445,469,410,469
648,440,685,440,685,478,648,478
679,456,712,456,712,491,679,491
370,460,405,460,405,491,370,491
688,490,718,460,788,530,758,559
343,478,379,478,379,509,343,509
315,507,350,507,350,540,315,540
295,529,332,529,332,562,295,562
804,683,839,683,839,745,804,745
251,701,279,701,279,736,251,736
588,701,659,701,659,789,588,789
434,707,518,707,518,787,434,787
511,707,597,707,597,787,511,787
249,736,286,736,286,773,249,773
800,742,835,742,835,776,800,776
257,767,295,767,295,804,257,804
780,769,828,769,828,813,780,813
765,804,813,804,813,848,765,848
261,812,313,786,357,873,305,899
747,851,784,851,784,886,747,886
716,866,765,866,765,917,716,917
330,875,374,875,374,923,330,923
701,897,736,897,736,934,701,934
388,899,475,944,448,994,362,949
683,910,716,910,716,950,683,950
632,930,676,930,676,976,632,976
548,953,638,937,647,988,557,1004
454,940,524,958,514,1001,443,983
513,961,546,961,546,998,513,998
