496,77,524,77,524,108,496,108
326,134,354,134,354,163,326,163
485,218,504,218,504,238,485,238
509,218,529,218,529,238,509,238
524,220,546,220,546,240,524,240
469,222,489,222,489,242,469,242
542,224,562,224,562,244,542,244
451,227,471,227,471,246,451,246
557,229,579,229,579,249,557,249
436,231,458,231,458,251,436,251
421,238,443,238,443,260,421,260
579,238,599,238,599,257,579,257
587,254,607,238,657,299,637,316
390,253,423,253,423,286,390,286
476,260,546,260,546,350,476,350
374,279,401,279,401,308,374,308
379,390,436,390,436,454,379,454
544,390,599,390,599,451,544,451
595,388,654,388,654,451,595,451
650,390,707,390,707,454,650,454
705,390,758,390,758,451,705,451
326,392,383,392,383,454,326,454
434,392,493,392,493,454,434,454
491,392,546,392,546,451,491,451
264,392,328,392,328,451,264,451
443,520,515,520,515,551,443,551
765,520,789,520,789,546,765,546
354,522,379,522,379,548,354,548
377,522,405,522,405,551,377,551
401,522,423,522,423,548,401,548
418,522,447,522,447,551,418,551
590,522,612,522,612,553,590,553
612,522,639,522,639,555,612,555
632,522,672,522,672,555,632,555
707,522,769,522,769,546,707,546
745,582,793,582,793,612,745,612
412,584,429,584,429,608,412,608
425,584,445,584,445,608,425,608
648,586,670,586,670,612,648,612
720,586,751,586,751,615,720,615
443,593,456,593,456,608,443,608
343,645,365,645,365,674,343,674
372,645,401,645,401,676,372,676
573,645,597,645,597,672,573,672
619,645,645,645,645,674,619,674
313,648,337,648,337,672,313,672
413,650,502,646,503,671,414,676
502,650,515,650,515,672,502,672
513,650,529,650,529,672,513,672
526,650,542,650,542,672,526,672
537,648,568,648,568,670,537,670
656,648,676,648,676,670,656,670
674,650,687,650,687,670,674,670
683,648,703,648,703,670,683,670
399,652,410,652,410,670,399,670
645,652,656,652,656,668,645,668
705,652,718,652,718,670,705,670
469,712,502,712,502,758,469,758
498,712,529,712,529,756,498,756
542,709,584,709,584,756,542,756
575,709,634,709,634,756,575,756
352,714,385,714,385,758,352,758
381,712,421,712,421,760,381,760
438,714,471,714,471,760,438,760
416,729,438,729,438,762,416,762
291,787,313,787,313,813,291,813
308,787,350,787,350,813,308,813
412,787,443,787,443,813,412,813
606,787,628,787,628,811,606,811
626,787,687,787,687,813,626,813
211,789,233,789,233,813,211,813
231,789,251,789,251,813,231,813
251,789,271,789,271,813,251,813
268,789,293,789,293,813,268,813
361,789,388,789,388,813,361,813
383,789,414,789,414,813,383,813
548,789,571,789,571,813,548,813
566,789,590,789,590,811,566,811
586,789,608,789,608,811,586,811
692,791,707,791,707,813,692,813
747,789,780,789,780,811,747,811
776,789,793,789,793,811,776,811
798,789,817,789,817,813,798,813
703,791,727,791,727,813,703,813
725,793,738,793,738,811,725,811
791,793,798,793,798,809,791,809
548,815,571,815,571,839,548,839
566,815,630,815,630,839,566,839
626,815,652,815,652,842,626,842
645,815,670,815,670,839,645,839
665,815,687,815,687,839,665,839
771,815,820,815,820,842,771,842
692,820,727,820,727,844,692,844
725,820,765,820,765,842,725,842
485,903,511,903,511,934,485,934
507,903,535,903,535,934,507,934
659,903,683,903,683,932,659,932
745,903,771,903,771,934,745,934
302,906,324,906,324,934,302,934
332,906,357,906,357,936,332,936
354,906,381,906,381,936,354,936
385,906,412,906,412,936,385,936
407,906,434,906,434,934,407,934
438,906,467,906,467,934,438,934
462,906,489,906,489,934,462,934
531,906,555,906,555,932,531,932
562,906,610,906,610,934,562,934
615,906,663,906,663,934,615,934
692,906,714,906,714,932,692,932
720,906,749,906,749,934,720,934
767,906,798,906,798,934,767,934
791,906,822,906,822,934,791,934
209,908,238,908,238,934,209,934
233,908,260,908,260,936,233,936
255,908,306,908,306,936,255,936
315,943,337,943,337,972,315,972
354,943,383,943,383,974,354,974
379,943,405,943,405,974,379,974
449,943,476,943,476,972,449,972
524,943,559,943,559,974,524,974
555,943,577,943,577,970,555,970
575,943,621,943,621,972,575,972
626,943,652,943,652,970,626,970
645,943,672,943,672,972,645,972
